timestamp, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/04/28 20:06:17.373, 141.36 W, 87, 1582 MHz, 7301 MHz
2026/04/28 20:06:18.373, 142.75 W, 87, 1642 MHz, 7301 MHz
2026/04/28 20:06:19.373, 138.15 W, 87, 1657 MHz, 7301 MHz
2026/04/28 20:06:20.373, 140.91 W, 88, 1702 MHz, 7301 MHz
2026/04/28 20:06:21.373, 139.76 W, 86, 1597 MHz, 7301 MHz
2026/04/28 20:06:22.373, 135.79 W, 90, 1807 MHz, 7301 MHz
2026/04/28 20:06:23.373, 144.83 W, 89, 1575 MHz, 7301 MHz
2026/04/28 20:06:24.373, 139.13 W, 89, 1582 MHz, 7301 MHz
2026/04/28 20:06:25.373, 138.58 W, 88, 1635 MHz, 7301 MHz
2026/04/28 20:06:26.373, 144.44 W, 87, 1642 MHz, 7301 MHz
2026/04/28 20:06:27.373, 139.68 W, 87, 1642 MHz, 7301 MHz
2026/04/28 20:06:28.374, 142.78 W, 88, 1807 MHz, 7301 MHz
2026/04/28 20:06:29.374, 140.08 W, 87, 1612 MHz, 7301 MHz
2026/04/28 20:06:30.374, 140.98 W, 87, 1635 MHz, 7301 MHz
2026/04/28 20:06:31.374, 140.01 W, 88, 1537 MHz, 7301 MHz
2026/04/28 20:06:32.374, 140.10 W, 90, 1612 MHz, 7301 MHz
2026/04/28 20:06:33.374, 140.29 W, 89, 1567 MHz, 7301 MHz
2026/04/28 20:06:34.375, 140.44 W, 88, 1635 MHz, 7301 MHz
2026/04/28 20:06:35.375, 143.56 W, 89, 1672 MHz, 7301 MHz
2026/04/28 20:06:36.375, 135.94 W, 87, 1657 MHz, 7301 MHz
2026/04/28 20:06:37.375, 142.85 W, 87, 1605 MHz, 7301 MHz
2026/04/28 20:06:38.375, 139.28 W, 86, 1627 MHz, 7301 MHz
2026/04/28 20:06:39.375, 141.35 W, 87, 1552 MHz, 7301 MHz
2026/04/28 20:06:40.376, 141.97 W, 89, 1762 MHz, 7301 MHz
2026/04/28 20:06:41.376, 142.71 W, 89, 1537 MHz, 7301 MHz
2026/04/28 20:06:42.376, 139.34 W, 90, 1597 MHz, 7301 MHz
2026/04/28 20:06:43.376, 139.62 W, 87, 1612 MHz, 7301 MHz
2026/04/28 20:06:44.376, 139.48 W, 88, 1627 MHz, 7301 MHz
2026/04/28 20:06:45.376, 138.74 W, 89, 1800 MHz, 7301 MHz
2026/04/28 20:06:46.376, 137.65 W, 87, 1785 MHz, 7301 MHz
2026/04/28 20:06:47.376, 142.70 W, 88, 1702 MHz, 7301 MHz
2026/04/28 20:06:48.376, 143.73 W, 90, 1792 MHz, 7301 MHz
2026/04/28 20:06:49.376, 140.20 W, 90, 1537 MHz, 7301 MHz
2026/04/28 20:06:50.376, 137.57 W, 89, 1642 MHz, 7301 MHz
2026/04/28 20:06:51.378, 133.62 W, 86, 1605 MHz, 7301 MHz
2026/04/28 20:06:52.378, 144.92 W, 87, 1687 MHz, 7301 MHz
2026/04/28 20:06:53.379, 136.35 W, 88, 1845 MHz, 7301 MHz
2026/04/28 20:06:54.379, 138.85 W, 86, 1597 MHz, 7301 MHz
2026/04/28 20:06:55.379, 140.22 W, 90, 1687 MHz, 7301 MHz
2026/04/28 20:06:56.379, 139.29 W, 88, 1567 MHz, 7301 MHz
2026/04/28 20:06:57.379, 139.99 W, 89, 1665 MHz, 7301 MHz
2026/04/28 20:06:58.380, 145.24 W, 88, 1605 MHz, 7301 MHz
2026/04/28 20:06:59.380, 140.78 W, 87, 1605 MHz, 7301 MHz
2026/04/28 20:07:00.381, 141.12 W, 86, 1777 MHz, 7301 MHz
2026/04/28 20:07:01.382, 144.60 W, 88, 1582 MHz, 7301 MHz
2026/04/28 20:07:02.383, 131.88 W, 85, 1710 MHz, 7301 MHz
2026/04/28 20:07:03.385, 142.86 W, 90, 1657 MHz, 7301 MHz
2026/04/28 20:07:04.386, 142.27 W, 90, 1567 MHz, 7301 MHz
2026/04/28 20:07:05.386, 135.98 W, 87, 1650 MHz, 7301 MHz
2026/04/28 20:07:06.386, 145.98 W, 87, 1822 MHz, 7301 MHz
2026/04/28 20:07:07.386, 133.90 W, 86, 1762 MHz, 7301 MHz
2026/04/28 20:07:08.386, 146.34 W, 88, 1530 MHz, 7301 MHz
2026/04/28 20:07:09.386, 143.41 W, 89, 1530 MHz, 7301 MHz
2026/04/28 20:07:10.386, 138.21 W, 90, 1605 MHz, 7301 MHz
2026/04/28 20:07:11.386, 139.28 W, 89, 1530 MHz, 7301 MHz
2026/04/28 20:07:12.386, 143.70 W, 87, 1605 MHz, 7301 MHz
2026/04/28 20:07:13.386, 143.93 W, 89, 1672 MHz, 7301 MHz
2026/04/28 20:07:14.387, 134.74 W, 85, 1665 MHz, 7301 MHz
2026/04/28 20:07:15.387, 144.42 W, 91, 1597 MHz, 7301 MHz
2026/04/28 20:07:16.387, 141.58 W, 89, 1605 MHz, 7301 MHz
2026/04/28 20:07:17.387, 140.85 W, 87, 1747 MHz, 7301 MHz
2026/04/28 20:07:18.387, 137.76 W, 87, 1747 MHz, 7301 MHz
2026/04/28 20:07:19.387, 143.46 W, 87, 1702 MHz, 7301 MHz
2026/04/28 20:07:20.387, 138.82 W, 87, 1717 MHz, 7301 MHz
2026/04/28 20:07:21.388, 142.49 W, 89, 1462 MHz, 7301 MHz
2026/04/28 20:07:22.388, 139.24 W, 89, 1537 MHz, 7301 MHz
2026/04/28 20:07:23.388, 142.01 W, 87, 1402 MHz, 7301 MHz
2026/04/28 20:07:24.388, 142.63 W, 88, 1710 MHz, 7301 MHz
2026/04/28 20:07:25.389, 144.95 W, 87, 1582 MHz, 7301 MHz
2026/04/28 20:07:26.389, 135.61 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:07:27.389, 139.73 W, 89, 1515 MHz, 7301 MHz
2026/04/28 20:07:28.389, 140.98 W, 88, 1612 MHz, 7301 MHz
2026/04/28 20:07:29.389, 135.44 W, 87, 1785 MHz, 7301 MHz
2026/04/28 20:07:30.389, 138.21 W, 88, 1777 MHz, 7301 MHz
2026/04/28 20:07:31.389, 144.89 W, 88, 1455 MHz, 7301 MHz
2026/04/28 20:07:32.389, 136.76 W, 86, 1485 MHz, 7301 MHz
2026/04/28 20:07:33.389, 138.25 W, 89, 1432 MHz, 7301 MHz
2026/04/28 20:07:34.389, 137.35 W, 86, 1725 MHz, 7301 MHz
2026/04/28 20:07:35.389, 144.07 W, 87, 1687 MHz, 7301 MHz
2026/04/28 20:07:36.389, 141.84 W, 88, 1605 MHz, 7301 MHz
2026/04/28 20:07:37.390, 140.13 W, 88, 1605 MHz, 7301 MHz
2026/04/28 20:07:38.390, 141.71 W, 90, 1620 MHz, 7301 MHz
2026/04/28 20:07:39.390, 141.53 W, 88, 1665 MHz, 7301 MHz
2026/04/28 20:07:40.390, 139.26 W, 87, 1747 MHz, 7301 MHz
2026/04/28 20:07:41.390, 146.30 W, 88, 1590 MHz, 7301 MHz
2026/04/28 20:07:42.390, 145.41 W, 89, 1830 MHz, 7301 MHz
2026/04/28 20:07:43.390, 142.12 W, 88, 1500 MHz, 7301 MHz
2026/04/28 20:07:44.390, 142.12 W, 88, 1770 MHz, 7301 MHz
2026/04/28 20:07:45.391, 140.65 W, 87, 1717 MHz, 7301 MHz
2026/04/28 20:07:46.391, 138.67 W, 86, 1687 MHz, 7301 MHz
2026/04/28 20:07:47.391, 140.83 W, 87, 1485 MHz, 7301 MHz
2026/04/28 20:07:48.392, 138.01 W, 89, 1522 MHz, 7301 MHz
2026/04/28 20:07:49.392, 141.99 W, 87, 1687 MHz, 7301 MHz
2026/04/28 20:07:50.392, 140.50 W, 88, 1807 MHz, 7301 MHz
2026/04/28 20:07:51.392, 138.39 W, 86, 1777 MHz, 7301 MHz
2026/04/28 20:07:52.392, 147.48 W, 88, 1695 MHz, 7301 MHz
2026/04/28 20:07:53.392, 133.51 W, 88, 1770 MHz, 7301 MHz
2026/04/28 20:07:54.392, 143.24 W, 88, 1620 MHz, 7301 MHz
2026/04/28 20:07:55.392, 144.57 W, 87, 1762 MHz, 7301 MHz
2026/04/28 20:07:56.392, 145.51 W, 87, 1605 MHz, 7301 MHz
2026/04/28 20:07:57.392, 142.53 W, 88, 1477 MHz, 7301 MHz
2026/04/28 20:07:58.392, 139.15 W, 90, 1695 MHz, 7301 MHz
2026/04/28 20:07:59.394, 143.32 W, 87, 1672 MHz, 7301 MHz
2026/04/28 20:08:00.394, 140.42 W, 87, 1747 MHz, 7301 MHz
2026/04/28 20:08:01.394, 143.13 W, 86, 1657 MHz, 7301 MHz
2026/04/28 20:08:02.394, 137.17 W, 87, 1492 MHz, 7301 MHz
2026/04/28 20:08:03.394, 136.93 W, 88, 1845 MHz, 7301 MHz
2026/04/28 20:08:04.394, 140.70 W, 87, 1650 MHz, 7301 MHz
2026/04/28 20:08:05.394, 142.62 W, 90, 1672 MHz, 7301 MHz
2026/04/28 20:08:06.394, 144.93 W, 88, 1837 MHz, 7301 MHz
2026/04/28 20:08:07.394, 138.49 W, 87, 1762 MHz, 7301 MHz
2026/04/28 20:08:08.394, 141.64 W, 89, 1635 MHz, 7301 MHz
2026/04/28 20:08:09.394, 144.29 W, 89, 1740 MHz, 7301 MHz
2026/04/28 20:08:10.395, 140.24 W, 88, 1747 MHz, 7301 MHz
2026/04/28 20:08:11.395, 142.42 W, 89, 1590 MHz, 7301 MHz
2026/04/28 20:08:12.395, 143.84 W, 90, 1800 MHz, 7301 MHz
2026/04/28 20:08:13.396, 139.99 W, 88, 1650 MHz, 7301 MHz
2026/04/28 20:08:14.396, 138.18 W, 88, 1672 MHz, 7301 MHz
2026/04/28 20:08:15.396, 142.50 W, 89, 1567 MHz, 7301 MHz
2026/04/28 20:08:16.396, 141.04 W, 88, 1657 MHz, 7301 MHz
2026/04/28 20:08:17.396, 138.95 W, 88, 1777 MHz, 7301 MHz
2026/04/28 20:08:18.396, 141.05 W, 89, 1567 MHz, 7301 MHz
2026/04/28 20:08:19.396, 143.40 W, 90, 1777 MHz, 7301 MHz
2026/04/28 20:08:20.396, 139.87 W, 88, 1657 MHz, 7301 MHz
2026/04/28 20:08:21.397, 140.26 W, 88, 1747 MHz, 7301 MHz
2026/04/28 20:08:22.397, 143.91 W, 90, 1770 MHz, 7301 MHz
2026/04/28 20:08:23.397, 142.82 W, 88, 1755 MHz, 7301 MHz
2026/04/28 20:08:24.397, 139.93 W, 88, 1657 MHz, 7301 MHz
2026/04/28 20:08:25.397, 136.50 W, 87, 1762 MHz, 7301 MHz
2026/04/28 20:08:26.397, 142.25 W, 90, 1650 MHz, 7301 MHz
2026/04/28 20:08:27.397, 139.48 W, 87, 1657 MHz, 7301 MHz
2026/04/28 20:08:28.397, 138.18 W, 86, 1665 MHz, 7301 MHz
2026/04/28 20:08:29.397, 135.46 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:08:30.397, 143.74 W, 89, 1612 MHz, 7301 MHz
2026/04/28 20:08:31.397, 144.20 W, 90, 1597 MHz, 7301 MHz
2026/04/28 20:08:32.398, 143.83 W, 87, 1672 MHz, 7301 MHz
2026/04/28 20:08:33.398, 130.05 W, 85, 1777 MHz, 7301 MHz
2026/04/28 20:08:34.398, 135.07 W, 87, 1687 MHz, 7301 MHz
2026/04/28 20:08:35.398, 145.55 W, 90, 1612 MHz, 7301 MHz
2026/04/28 20:08:36.398, 145.71 W, 90, 1597 MHz, 7301 MHz
2026/04/28 20:08:37.398, 143.01 W, 88, 1837 MHz, 7301 MHz
2026/04/28 20:08:38.398, 139.69 W, 88, 1650 MHz, 7301 MHz
2026/04/28 20:08:39.398, 140.48 W, 88, 1657 MHz, 7301 MHz
2026/04/28 20:08:40.399, 142.52 W, 90, 1725 MHz, 7301 MHz
2026/04/28 20:08:41.399, 145.37 W, 90, 1687 MHz, 7301 MHz
2026/04/28 20:08:42.399, 142.30 W, 88, 1515 MHz, 7301 MHz
2026/04/28 20:08:43.399, 138.74 W, 88, 1830 MHz, 7301 MHz
2026/04/28 20:08:44.399, 140.51 W, 88, 1725 MHz, 7301 MHz
2026/04/28 20:08:45.399, 136.53 W, 88, 1725 MHz, 7301 MHz
2026/04/28 20:08:46.400, 144.67 W, 90, 1695 MHz, 7301 MHz
2026/04/28 20:08:47.400, 144.43 W, 90, 1732 MHz, 7301 MHz
2026/04/28 20:08:48.400, 137.73 W, 88, 1747 MHz, 7301 MHz
2026/04/28 20:08:49.400, 137.99 W, 88, 1702 MHz, 7301 MHz
2026/04/28 20:08:50.400, 140.50 W, 87, 1837 MHz, 7301 MHz
2026/04/28 20:08:51.400, 140.90 W, 88, 1642 MHz, 7301 MHz
2026/04/28 20:08:52.400, 141.25 W, 89, 1695 MHz, 7301 MHz
2026/04/28 20:08:53.400, 146.68 W, 90, 1605 MHz, 7301 MHz
2026/04/28 20:08:54.400, 146.40 W, 89, 1837 MHz, 7301 MHz
2026/04/28 20:08:55.400, 141.49 W, 88, 1740 MHz, 7301 MHz
2026/04/28 20:08:56.400, 139.73 W, 88, 1680 MHz, 7301 MHz
2026/04/28 20:08:57.401, 140.88 W, 88, 1567 MHz, 7301 MHz
2026/04/28 20:08:58.401, 138.42 W, 87, 1702 MHz, 7301 MHz
2026/04/28 20:08:59.401, 140.45 W, 88, 1687 MHz, 7301 MHz
2026/04/28 20:09:00.401, 145.57 W, 90, 1605 MHz, 7301 MHz
2026/04/28 20:09:01.401, 145.21 W, 90, 1605 MHz, 7301 MHz
2026/04/28 20:09:02.401, 142.97 W, 90, 1710 MHz, 7301 MHz
2026/04/28 20:09:03.401, 142.93 W, 89, 1807 MHz, 7301 MHz
2026/04/28 20:09:04.402, 136.89 W, 87, 1597 MHz, 7301 MHz
2026/04/28 20:09:05.403, 140.34 W, 87, 1605 MHz, 7301 MHz
2026/04/28 20:09:06.403, 135.87 W, 87, 1687 MHz, 7301 MHz
2026/04/28 20:09:07.403, 141.80 W, 88, 1665 MHz, 7301 MHz
2026/04/28 20:09:08.404, 138.40 W, 88, 1642 MHz, 7301 MHz
2026/04/28 20:09:09.404, 140.32 W, 89, 1665 MHz, 7301 MHz
2026/04/28 20:09:10.405, 145.72 W, 90, 1590 MHz, 7301 MHz
2026/04/28 20:09:11.405, 147.12 W, 91, 1687 MHz, 7301 MHz
2026/04/28 20:09:12.405, 143.57 W, 89, 1582 MHz, 7301 MHz
2026/04/28 20:09:13.405, 143.20 W, 89, 1845 MHz, 7301 MHz
2026/04/28 20:09:14.405, 139.61 W, 87, 1545 MHz, 7301 MHz
2026/04/28 20:09:15.405, 140.22 W, 88, 1537 MHz, 7301 MHz
2026/04/28 20:09:16.405, 140.96 W, 87, 1560 MHz, 7301 MHz
2026/04/28 20:09:17.405, 138.90 W, 88, 1680 MHz, 7301 MHz
2026/04/28 20:09:18.405, 142.43 W, 88, 1597 MHz, 7301 MHz
2026/04/28 20:09:19.406, 140.04 W, 87, 1702 MHz, 7301 MHz
2026/04/28 20:09:20.406, 141.16 W, 88, 1642 MHz, 7301 MHz
2026/04/28 20:09:21.406, 139.93 W, 88, 1582 MHz, 7301 MHz
2026/04/28 20:09:22.406, 140.93 W, 88, 1657 MHz, 7301 MHz
2026/04/28 20:09:23.406, 142.87 W, 90, 1747 MHz, 7301 MHz
2026/04/28 20:09:24.406, 145.25 W, 90, 1642 MHz, 7301 MHz
2026/04/28 20:09:25.406, 144.48 W, 90, 1642 MHz, 7301 MHz
2026/04/28 20:09:26.406, 142.90 W, 90, 1560 MHz, 7301 MHz
2026/04/28 20:09:27.406, 138.42 W, 87, 1770 MHz, 7301 MHz
2026/04/28 20:09:28.406, 140.21 W, 87, 1837 MHz, 7301 MHz
2026/04/28 20:09:29.406, 140.67 W, 88, 1830 MHz, 7301 MHz
2026/04/28 20:09:30.407, 142.95 W, 88, 1740 MHz, 7301 MHz
2026/04/28 20:09:31.407, 140.23 W, 88, 1725 MHz, 7301 MHz
2026/04/28 20:09:32.407, 136.49 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:09:33.408, 137.26 W, 84, 1777 MHz, 7301 MHz
2026/04/28 20:09:34.408, 138.26 W, 88, 1665 MHz, 7301 MHz
2026/04/28 20:09:35.408, 139.28 W, 87, 1620 MHz, 7301 MHz
2026/04/28 20:09:36.408, 139.62 W, 87, 1695 MHz, 7301 MHz
2026/04/28 20:09:37.408, 140.46 W, 87, 1657 MHz, 7301 MHz
2026/04/28 20:09:38.408, 139.76 W, 88, 1747 MHz, 7301 MHz
2026/04/28 20:09:39.408, 141.06 W, 87, 1650 MHz, 7301 MHz
2026/04/28 20:09:40.408, 139.91 W, 87, 1695 MHz, 7301 MHz
2026/04/28 20:09:41.408, 139.21 W, 87, 1642 MHz, 7301 MHz
2026/04/28 20:09:42.409, 140.73 W, 87, 1800 MHz, 7301 MHz
2026/04/28 20:09:43.409, 145.04 W, 88, 1710 MHz, 7301 MHz
2026/04/28 20:09:44.409, 139.16 W, 87, 1680 MHz, 7301 MHz
2026/04/28 20:09:45.409, 138.92 W, 87, 1627 MHz, 7301 MHz
2026/04/28 20:09:46.409, 142.59 W, 88, 1650 MHz, 7301 MHz
2026/04/28 20:09:47.409, 139.44 W, 88, 1612 MHz, 7301 MHz
2026/04/28 20:09:48.409, 138.68 W, 88, 1837 MHz, 7301 MHz
2026/04/28 20:09:49.409, 139.05 W, 88, 1680 MHz, 7301 MHz
2026/04/28 20:09:50.409, 140.01 W, 87, 1762 MHz, 7301 MHz
2026/04/28 20:09:51.410, 141.60 W, 87, 1710 MHz, 7301 MHz
2026/04/28 20:09:52.410, 142.71 W, 88, 1590 MHz, 7301 MHz
2026/04/28 20:09:53.411, 138.57 W, 88, 1695 MHz, 7301 MHz
2026/04/28 20:09:54.412, 138.57 W, 87, 1717 MHz, 7301 MHz
2026/04/28 20:09:55.412, 144.93 W, 88, 1612 MHz, 7301 MHz
2026/04/28 20:09:56.412, 139.15 W, 87, 1702 MHz, 7301 MHz
2026/04/28 20:09:57.412, 141.83 W, 87, 1665 MHz, 7301 MHz
2026/04/28 20:09:58.412, 142.26 W, 87, 1642 MHz, 7301 MHz
2026/04/28 20:09:59.412, 139.69 W, 86, 1620 MHz, 7301 MHz
2026/04/28 20:10:00.412, 140.49 W, 87, 1590 MHz, 7301 MHz
2026/04/28 20:10:01.412, 136.47 W, 87, 1770 MHz, 7301 MHz
2026/04/28 20:10:02.412, 139.71 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:10:03.412, 141.16 W, 88, 1777 MHz, 7301 MHz
2026/04/28 20:10:04.412, 141.17 W, 87, 1657 MHz, 7301 MHz
2026/04/28 20:10:05.412, 143.16 W, 87, 1740 MHz, 7301 MHz
2026/04/28 20:10:06.412, 142.42 W, 88, 1665 MHz, 7301 MHz
2026/04/28 20:10:07.413, 140.68 W, 87, 1710 MHz, 7301 MHz
2026/04/28 20:10:08.413, 140.49 W, 87, 1680 MHz, 7301 MHz
2026/04/28 20:10:09.413, 142.65 W, 86, 1747 MHz, 7301 MHz
2026/04/28 20:10:10.413, 143.20 W, 88, 1702 MHz, 7301 MHz
2026/04/28 20:10:11.413, 139.85 W, 88, 1612 MHz, 7301 MHz
2026/04/28 20:10:12.413, 139.41 W, 87, 1830 MHz, 7301 MHz
2026/04/28 20:10:13.413, 141.85 W, 89, 1837 MHz, 7301 MHz
2026/04/28 20:10:14.413, 142.14 W, 89, 1582 MHz, 7301 MHz
2026/04/28 20:10:15.413, 139.17 W, 89, 1687 MHz, 7301 MHz
2026/04/28 20:10:16.413, 143.24 W, 89, 1432 MHz, 7301 MHz
2026/04/28 20:10:17.413, 141.07 W, 89, 1732 MHz, 7301 MHz
2026/04/28 20:10:18.413, 144.31 W, 89, 1575 MHz, 7301 MHz
2026/04/28 20:10:19.414, 143.81 W, 89, 1710 MHz, 7301 MHz
2026/04/28 20:10:20.414, 139.85 W, 89, 1710 MHz, 7301 MHz
2026/04/28 20:10:21.414, 143.94 W, 89, 1650 MHz, 7301 MHz
2026/04/28 20:10:22.414, 136.83 W, 87, 1732 MHz, 7301 MHz
2026/04/28 20:10:23.414, 143.51 W, 87, 1845 MHz, 7301 MHz
2026/04/28 20:10:24.414, 141.57 W, 87, 1725 MHz, 7301 MHz
2026/04/28 20:10:25.414, 143.66 W, 87, 1627 MHz, 7301 MHz
2026/04/28 20:10:26.414, 143.62 W, 88, 1575 MHz, 7301 MHz
2026/04/28 20:10:27.414, 140.70 W, 86, 1695 MHz, 7301 MHz
2026/04/28 20:10:28.414, 137.27 W, 85, 1732 MHz, 7301 MHz
2026/04/28 20:10:29.414, 138.44 W, 87, 1620 MHz, 7301 MHz
2026/04/28 20:10:30.414, 143.11 W, 88, 1762 MHz, 7301 MHz
2026/04/28 20:10:31.415, 142.90 W, 89, 1687 MHz, 7301 MHz
2026/04/28 20:10:32.415, 137.62 W, 88, 1567 MHz, 7301 MHz
2026/04/28 20:10:33.415, 141.45 W, 90, 1702 MHz, 7301 MHz
2026/04/28 20:10:34.415, 136.57 W, 89, 1635 MHz, 7301 MHz
2026/04/28 20:10:35.415, 143.80 W, 89, 1560 MHz, 7301 MHz
2026/04/28 20:10:36.415, 144.93 W, 88, 1762 MHz, 7301 MHz
2026/04/28 20:10:37.415, 134.55 W, 87, 1650 MHz, 7301 MHz
2026/04/28 20:10:38.415, 144.09 W, 87, 1642 MHz, 7301 MHz
2026/04/28 20:10:39.415, 145.43 W, 88, 1575 MHz, 7301 MHz
2026/04/28 20:10:40.415, 143.63 W, 88, 1665 MHz, 7301 MHz
2026/04/28 20:10:41.415, 140.76 W, 86, 1770 MHz, 7301 MHz
2026/04/28 20:10:42.415, 138.64 W, 86, 1732 MHz, 7301 MHz
2026/04/28 20:10:43.415, 142.01 W, 89, 1770 MHz, 7301 MHz
2026/04/28 20:10:44.416, 143.27 W, 89, 1650 MHz, 7301 MHz
2026/04/28 20:10:45.416, 141.50 W, 90, 1762 MHz, 7301 MHz
2026/04/28 20:10:46.416, 141.29 W, 89, 1620 MHz, 7301 MHz
2026/04/28 20:10:47.416, 144.77 W, 88, 1672 MHz, 7301 MHz
2026/04/28 20:10:48.416, 140.24 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:10:49.416, 144.49 W, 88, 1702 MHz, 7301 MHz
2026/04/28 20:10:50.416, 142.39 W, 87, 1725 MHz, 7301 MHz
2026/04/28 20:10:51.416, 144.15 W, 87, 1650 MHz, 7301 MHz
2026/04/28 20:10:52.416, 140.66 W, 87, 1695 MHz, 7301 MHz
2026/04/28 20:10:53.416, 141.90 W, 89, 1657 MHz, 7301 MHz
2026/04/28 20:10:54.416, 140.65 W, 89, 1672 MHz, 7301 MHz
2026/04/28 20:10:55.416, 141.43 W, 89, 1605 MHz, 7301 MHz
2026/04/28 20:10:56.416, 143.60 W, 87, 1650 MHz, 7301 MHz
2026/04/28 20:10:57.417, 140.24 W, 88, 1777 MHz, 7301 MHz
2026/04/28 20:10:58.418, 143.24 W, 89, 1680 MHz, 7301 MHz
2026/04/28 20:10:59.418, 140.92 W, 88, 1770 MHz, 7301 MHz
2026/04/28 20:11:00.418, 140.02 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:11:01.418, 137.56 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:11:02.418, 140.30 W, 87, 1605 MHz, 7301 MHz
2026/04/28 20:11:03.418, 139.48 W, 90, 1822 MHz, 7301 MHz
2026/04/28 20:11:04.418, 140.12 W, 89, 1755 MHz, 7301 MHz
2026/04/28 20:11:05.418, 143.32 W, 86, 1515 MHz, 7301 MHz
2026/04/28 20:11:06.418, 142.95 W, 87, 1837 MHz, 7301 MHz
2026/04/28 20:11:07.418, 146.12 W, 87, 1627 MHz, 7301 MHz
2026/04/28 20:11:08.419, 143.55 W, 86, 1747 MHz, 7301 MHz
2026/04/28 20:11:09.419, 141.26 W, 88, 1695 MHz, 7301 MHz
2026/04/28 20:11:10.420, 141.17 W, 90, 1747 MHz, 7301 MHz
2026/04/28 20:11:11.420, 142.14 W, 89, 1747 MHz, 7301 MHz
2026/04/28 20:11:12.420, 138.23 W, 87, 1702 MHz, 7301 MHz
2026/04/28 20:11:13.420, 145.54 W, 87, 1642 MHz, 7301 MHz
2026/04/28 20:11:14.420, 140.88 W, 87, 1792 MHz, 7301 MHz
2026/04/28 20:11:15.420, 138.63 W, 88, 1762 MHz, 7301 MHz
2026/04/28 20:11:16.420, 141.13 W, 86, 1792 MHz, 7301 MHz
2026/04/28 20:11:17.420, 142.92 W, 89, 1702 MHz, 7301 MHz
2026/04/28 20:11:18.420, 145.10 W, 90, 1650 MHz, 7301 MHz
2026/04/28 20:11:19.420, 140.60 W, 89, 1627 MHz, 7301 MHz
2026/04/28 20:11:20.421, 145.10 W, 87, 1762 MHz, 7301 MHz
2026/04/28 20:11:21.421, 143.15 W, 87, 1620 MHz, 7301 MHz
2026/04/28 20:11:22.422, 138.58 W, 87, 1740 MHz, 7301 MHz
2026/04/28 20:11:23.422, 138.90 W, 85, 1777 MHz, 7301 MHz
2026/04/28 20:11:24.422, 143.41 W, 88, 1597 MHz, 7301 MHz
2026/04/28 20:11:25.422, 137.11 W, 88, 1695 MHz, 7301 MHz
2026/04/28 20:11:26.422, 145.88 W, 89, 1537 MHz, 7301 MHz
2026/04/28 20:11:27.422, 137.46 W, 86, 1665 MHz, 7301 MHz
2026/04/28 20:11:28.422, 144.57 W, 88, 1537 MHz, 7301 MHz
2026/04/28 20:11:29.422, 138.97 W, 86, 1642 MHz, 7301 MHz
2026/04/28 20:11:30.422, 142.28 W, 86, 1665 MHz, 7301 MHz
2026/04/28 20:11:31.422, 143.93 W, 90, 1620 MHz, 7301 MHz
2026/04/28 20:11:32.423, 138.03 W, 89, 1507 MHz, 7301 MHz
2026/04/28 20:11:33.423, 141.93 W, 86, 1732 MHz, 7301 MHz
2026/04/28 20:11:34.424, 146.90 W, 87, 1710 MHz, 7301 MHz
2026/04/28 20:11:35.424, 140.85 W, 88, 1657 MHz, 7301 MHz
2026/04/28 20:11:36.424, 138.16 W, 86, 1620 MHz, 7301 MHz
2026/04/28 20:11:37.424, 145.60 W, 89, 1650 MHz, 7301 MHz
2026/04/28 20:11:38.424, 143.03 W, 90, 1792 MHz, 7301 MHz
2026/04/28 20:11:39.424, 131.98 W, 85, 1777 MHz, 7301 MHz
2026/04/28 20:11:40.424, 142.87 W, 87, 1807 MHz, 7301 MHz
2026/04/28 20:11:41.424, 143.43 W, 86, 1740 MHz, 7301 MHz
2026/04/28 20:11:42.424, 139.23 W, 86, 1777 MHz, 7301 MHz
2026/04/28 20:11:43.424, 141.85 W, 89, 1492 MHz, 7301 MHz
2026/04/28 20:11:44.424, 144.73 W, 89, 1582 MHz, 7301 MHz
2026/04/28 20:11:45.425, 144.33 W, 87, 1605 MHz, 7301 MHz
2026/04/28 20:11:46.425, 144.31 W, 87, 1590 MHz, 7301 MHz
2026/04/28 20:11:47.425, 136.75 W, 85, 1777 MHz, 7301 MHz
2026/04/28 20:11:48.425, 144.53 W, 90, 1732 MHz, 7301 MHz
2026/04/28 20:11:49.425, 135.35 W, 85, 1710 MHz, 7301 MHz
2026/04/28 20:11:50.425, 143.37 W, 87, 1560 MHz, 7301 MHz
2026/04/28 20:11:51.425, 137.89 W, 86, 1605 MHz, 7301 MHz
2026/04/28 20:11:52.425, 139.44 W, 87, 1740 MHz, 7301 MHz
2026/04/28 20:11:53.425, 147.32 W, 87, 1485 MHz, 7301 MHz
2026/04/28 20:11:54.426, 143.42 W, 88, 1552 MHz, 7301 MHz
2026/04/28 20:11:55.426, 139.81 W, 88, 1627 MHz, 7301 MHz
2026/04/28 20:11:56.426, 143.78 W, 87, 1605 MHz, 7301 MHz
