timestamp, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/04/28 20:17:37.693, 141.16 W, 89, 1717 MHz, 7301 MHz
2026/04/28 20:17:38.695, 139.29 W, 88, 1642 MHz, 7301 MHz
2026/04/28 20:17:39.695, 142.14 W, 88, 1725 MHz, 7301 MHz
2026/04/28 20:17:40.695, 139.73 W, 87, 1642 MHz, 7301 MHz
2026/04/28 20:17:41.695, 137.89 W, 88, 1687 MHz, 7301 MHz
2026/04/28 20:17:42.695, 143.14 W, 88, 1545 MHz, 7301 MHz
2026/04/28 20:17:43.695, 142.35 W, 89, 1612 MHz, 7301 MHz
2026/04/28 20:17:44.695, 142.21 W, 89, 1665 MHz, 7301 MHz
2026/04/28 20:17:45.695, 143.85 W, 90, 1650 MHz, 7301 MHz
2026/04/28 20:17:46.696, 145.93 W, 91, 1657 MHz, 7301 MHz
2026/04/28 20:17:47.696, 143.98 W, 88, 1792 MHz, 7301 MHz
2026/04/28 20:17:48.696, 136.04 W, 88, 1612 MHz, 7301 MHz
2026/04/28 20:17:49.696, 141.52 W, 88, 1597 MHz, 7301 MHz
2026/04/28 20:17:50.696, 141.12 W, 87, 1620 MHz, 7301 MHz
2026/04/28 20:17:51.696, 139.95 W, 87, 1642 MHz, 7301 MHz
2026/04/28 20:17:52.696, 142.87 W, 88, 1762 MHz, 7301 MHz
2026/04/28 20:17:53.696, 139.64 W, 87, 1537 MHz, 7301 MHz
2026/04/28 20:17:54.696, 140.86 W, 88, 1605 MHz, 7301 MHz
2026/04/28 20:17:55.697, 142.24 W, 89, 1650 MHz, 7301 MHz
2026/04/28 20:17:56.697, 146.19 W, 90, 1740 MHz, 7301 MHz
2026/04/28 20:17:57.697, 144.34 W, 89, 1717 MHz, 7301 MHz
2026/04/28 20:17:58.697, 143.37 W, 89, 1620 MHz, 7301 MHz
2026/04/28 20:17:59.697, 143.19 W, 89, 1605 MHz, 7301 MHz
2026/04/28 20:18:00.697, 141.22 W, 88, 1755 MHz, 7301 MHz
2026/04/28 20:18:01.697, 142.65 W, 88, 1672 MHz, 7301 MHz
2026/04/28 20:18:02.698, 141.64 W, 88, 1815 MHz, 7301 MHz
2026/04/28 20:18:03.698, 142.52 W, 88, 1545 MHz, 7301 MHz
2026/04/28 20:18:04.698, 140.89 W, 88, 1567 MHz, 7301 MHz
2026/04/28 20:18:05.698, 135.70 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:18:06.698, 144.45 W, 88, 1590 MHz, 7301 MHz
2026/04/28 20:18:07.718, 141.04 W, 88, 1702 MHz, 7301 MHz
2026/04/28 20:18:08.718, 140.91 W, 87, 1695 MHz, 7301 MHz
2026/04/28 20:18:09.718, 143.40 W, 88, 1590 MHz, 7301 MHz
2026/04/28 20:18:10.718, 140.61 W, 88, 1725 MHz, 7301 MHz
2026/04/28 20:18:11.718, 138.99 W, 87, 1627 MHz, 7301 MHz
2026/04/28 20:18:12.718, 137.42 W, 87, 1710 MHz, 7301 MHz
2026/04/28 20:18:13.718, 142.70 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:18:14.718, 140.88 W, 88, 1612 MHz, 7301 MHz
2026/04/28 20:18:15.719, 143.33 W, 88, 1597 MHz, 7301 MHz
2026/04/28 20:18:16.720, 140.84 W, 87, 1725 MHz, 7301 MHz
2026/04/28 20:18:17.720, 140.01 W, 88, 1522 MHz, 7301 MHz
2026/04/28 20:18:18.720, 139.91 W, 88, 1635 MHz, 7301 MHz
2026/04/28 20:18:19.720, 141.65 W, 88, 1762 MHz, 7301 MHz
2026/04/28 20:18:20.720, 143.65 W, 89, 1672 MHz, 7301 MHz
2026/04/28 20:18:21.720, 144.66 W, 89, 1582 MHz, 7301 MHz
2026/04/28 20:18:22.720, 143.47 W, 89, 1530 MHz, 7301 MHz
2026/04/28 20:18:23.720, 138.47 W, 89, 1717 MHz, 7301 MHz
2026/04/28 20:18:24.721, 141.98 W, 89, 1605 MHz, 7301 MHz
2026/04/28 20:18:25.721, 144.01 W, 89, 1710 MHz, 7301 MHz
2026/04/28 20:18:26.721, 145.42 W, 89, 1530 MHz, 7301 MHz
2026/04/28 20:18:27.721, 142.49 W, 89, 1590 MHz, 7301 MHz
2026/04/28 20:18:28.721, 142.60 W, 89, 1665 MHz, 7301 MHz
2026/04/28 20:18:29.721, 141.29 W, 88, 1695 MHz, 7301 MHz
2026/04/28 20:18:30.721, 145.71 W, 90, 1717 MHz, 7301 MHz
2026/04/28 20:18:31.721, 144.87 W, 89, 1575 MHz, 7301 MHz
2026/04/28 20:18:32.723, 136.47 W, 88, 1687 MHz, 7301 MHz
2026/04/28 20:18:33.723, 144.04 W, 88, 1620 MHz, 7301 MHz
2026/04/28 20:18:34.723, 141.97 W, 87, 1612 MHz, 7301 MHz
2026/04/28 20:18:35.723, 143.95 W, 87, 1710 MHz, 7301 MHz
2026/04/28 20:18:36.723, 143.01 W, 87, 1702 MHz, 7301 MHz
2026/04/28 20:18:37.723, 142.48 W, 87, 1650 MHz, 7301 MHz
2026/04/28 20:18:38.723, 137.56 W, 86, 1747 MHz, 7301 MHz
2026/04/28 20:18:39.724, 139.56 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:18:40.724, 138.98 W, 86, 1747 MHz, 7301 MHz
2026/04/28 20:18:41.724, 143.02 W, 87, 1710 MHz, 7301 MHz
2026/04/28 20:18:42.724, 145.64 W, 87, 1710 MHz, 7301 MHz
2026/04/28 20:18:43.724, 144.60 W, 89, 1642 MHz, 7301 MHz
2026/04/28 20:18:44.724, 140.09 W, 88, 1687 MHz, 7301 MHz
2026/04/28 20:18:45.724, 139.67 W, 87, 1732 MHz, 7301 MHz
2026/04/28 20:18:46.725, 142.86 W, 87, 1732 MHz, 7301 MHz
2026/04/28 20:18:47.726, 144.93 W, 87, 1695 MHz, 7301 MHz
2026/04/28 20:18:48.726, 137.32 W, 87, 1627 MHz, 7301 MHz
2026/04/28 20:18:49.727, 143.09 W, 87, 1642 MHz, 7301 MHz
2026/04/28 20:18:50.727, 143.29 W, 87, 1665 MHz, 7301 MHz
2026/04/28 20:18:51.727, 141.91 W, 87, 1695 MHz, 7301 MHz
2026/04/28 20:18:52.727, 143.54 W, 88, 1462 MHz, 7301 MHz
2026/04/28 20:18:53.727, 138.91 W, 87, 1642 MHz, 7301 MHz
2026/04/28 20:18:54.728, 143.64 W, 89, 1605 MHz, 7301 MHz
2026/04/28 20:18:55.728, 144.52 W, 89, 1740 MHz, 7301 MHz
2026/04/28 20:18:56.728, 143.90 W, 89, 1522 MHz, 7301 MHz
2026/04/28 20:18:57.728, 144.88 W, 89, 1755 MHz, 7301 MHz
2026/04/28 20:18:58.728, 141.10 W, 88, 1462 MHz, 7301 MHz
2026/04/28 20:18:59.728, 142.39 W, 87, 1650 MHz, 7301 MHz
2026/04/28 20:19:00.728, 140.92 W, 87, 1657 MHz, 7301 MHz
2026/04/28 20:19:01.728, 142.65 W, 86, 1845 MHz, 7301 MHz
2026/04/28 20:19:02.728, 143.28 W, 87, 1770 MHz, 7301 MHz
2026/04/28 20:19:03.729, 143.26 W, 87, 1710 MHz, 7301 MHz
2026/04/28 20:19:04.729, 141.73 W, 87, 1612 MHz, 7301 MHz
2026/04/28 20:19:05.729, 143.56 W, 87, 1717 MHz, 7301 MHz
2026/04/28 20:19:06.729, 140.61 W, 86, 1762 MHz, 7301 MHz
2026/04/28 20:19:07.729, 145.70 W, 89, 1815 MHz, 7301 MHz
2026/04/28 20:19:08.729, 143.47 W, 87, 1837 MHz, 7301 MHz
2026/04/28 20:19:09.729, 144.00 W, 90, 1710 MHz, 7301 MHz
2026/04/28 20:19:10.729, 143.35 W, 91, 1747 MHz, 7301 MHz
2026/04/28 20:19:11.729, 142.63 W, 89, 1530 MHz, 7301 MHz
2026/04/28 20:19:12.730, 143.86 W, 89, 1620 MHz, 7301 MHz
2026/04/28 20:19:13.730, 143.84 W, 88, 1732 MHz, 7301 MHz
2026/04/28 20:19:14.730, 138.89 W, 87, 1530 MHz, 7301 MHz
2026/04/28 20:19:15.730, 143.23 W, 88, 1732 MHz, 7301 MHz
2026/04/28 20:19:16.730, 143.46 W, 87, 1657 MHz, 7301 MHz
2026/04/28 20:19:17.730, 137.38 W, 84, 1747 MHz, 7301 MHz
2026/04/28 20:19:18.730, 142.28 W, 87, 1590 MHz, 7301 MHz
2026/04/28 20:19:19.730, 142.11 W, 88, 1725 MHz, 7301 MHz
2026/04/28 20:19:20.730, 144.03 W, 88, 1785 MHz, 7301 MHz
2026/04/28 20:19:21.731, 142.05 W, 87, 1567 MHz, 7301 MHz
2026/04/28 20:19:22.731, 139.37 W, 89, 1612 MHz, 7301 MHz
2026/04/28 20:19:23.731, 144.41 W, 90, 1627 MHz, 7301 MHz
2026/04/28 20:19:24.731, 145.11 W, 88, 1657 MHz, 7301 MHz
2026/04/28 20:19:25.731, 146.10 W, 86, 1725 MHz, 7301 MHz
2026/04/28 20:19:26.731, 140.78 W, 87, 1687 MHz, 7301 MHz
2026/04/28 20:19:27.731, 141.70 W, 88, 1755 MHz, 7301 MHz
2026/04/28 20:19:28.731, 140.34 W, 87, 1695 MHz, 7301 MHz
2026/04/28 20:19:29.732, 144.99 W, 87, 1665 MHz, 7301 MHz
2026/04/28 20:19:30.732, 139.20 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:19:31.733, 141.57 W, 90, 1567 MHz, 7301 MHz
2026/04/28 20:19:32.733, 142.07 W, 88, 1470 MHz, 7301 MHz
2026/04/28 20:19:33.733, 141.05 W, 88, 1597 MHz, 7301 MHz
2026/04/28 20:19:34.733, 139.93 W, 86, 1755 MHz, 7301 MHz
2026/04/28 20:19:35.733, 144.59 W, 88, 1785 MHz, 7301 MHz
2026/04/28 20:19:36.733, 145.38 W, 88, 1567 MHz, 7301 MHz
2026/04/28 20:19:37.734, 144.17 W, 87, 1560 MHz, 7301 MHz
2026/04/28 20:19:38.735, 140.05 W, 89, 1582 MHz, 7301 MHz
2026/04/28 20:19:39.748, 143.30 W, 90, 1612 MHz, 7301 MHz
2026/04/28 20:19:40.748, 142.69 W, 88, 1582 MHz, 7301 MHz
2026/04/28 20:19:41.748, 137.91 W, 88, 1762 MHz, 7301 MHz
2026/04/28 20:19:42.748, 140.82 W, 86, 1560 MHz, 7301 MHz
2026/04/28 20:19:43.749, 139.02 W, 86, 1680 MHz, 7301 MHz
2026/04/28 20:19:44.749, 145.69 W, 88, 1635 MHz, 7301 MHz
2026/04/28 20:19:45.749, 143.45 W, 87, 1620 MHz, 7301 MHz
2026/04/28 20:19:46.749, 143.40 W, 91, 1567 MHz, 7301 MHz
2026/04/28 20:19:47.749, 142.74 W, 89, 1582 MHz, 7301 MHz
2026/04/28 20:19:48.749, 137.40 W, 89, 1590 MHz, 7301 MHz
2026/04/28 20:19:49.750, 145.07 W, 87, 1657 MHz, 7301 MHz
2026/04/28 20:19:50.750, 142.54 W, 88, 1560 MHz, 7301 MHz
2026/04/28 20:19:51.751, 143.53 W, 87, 1552 MHz, 7301 MHz
2026/04/28 20:19:52.751, 143.17 W, 87, 1582 MHz, 7301 MHz
2026/04/28 20:19:53.751, 139.31 W, 85, 1635 MHz, 7301 MHz
2026/04/28 20:19:54.751, 137.99 W, 89, 1665 MHz, 7301 MHz
2026/04/28 20:19:55.752, 140.78 W, 89, 1680 MHz, 7301 MHz
2026/04/28 20:19:56.753, 141.88 W, 88, 1620 MHz, 7301 MHz
2026/04/28 20:19:57.753, 138.99 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:19:58.754, 143.98 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:19:59.755, 143.63 W, 86, 1717 MHz, 7301 MHz
2026/04/28 20:20:00.755, 142.90 W, 87, 1492 MHz, 7301 MHz
2026/04/28 20:20:01.756, 141.90 W, 89, 1597 MHz, 7301 MHz
2026/04/28 20:20:02.756, 140.85 W, 89, 1612 MHz, 7301 MHz
2026/04/28 20:20:03.756, 142.24 W, 88, 1672 MHz, 7301 MHz
2026/04/28 20:20:04.756, 138.29 W, 86, 1597 MHz, 7301 MHz
2026/04/28 20:20:05.756, 143.89 W, 86, 1777 MHz, 7301 MHz
2026/04/28 20:20:06.756, 137.84 W, 85, 1777 MHz, 7301 MHz
2026/04/28 20:20:07.757, 140.51 W, 89, 1470 MHz, 7301 MHz
2026/04/28 20:20:08.757, 139.97 W, 88, 1440 MHz, 7301 MHz
2026/04/28 20:20:09.757, 139.10 W, 88, 1695 MHz, 7301 MHz
2026/04/28 20:20:10.757, 131.86 W, 84, 1777 MHz, 7301 MHz
2026/04/28 20:20:11.757, 145.17 W, 86, 1777 MHz, 7301 MHz
2026/04/28 20:20:12.757, 144.72 W, 88, 1657 MHz, 7301 MHz
2026/04/28 20:20:13.757, 139.33 W, 86, 1522 MHz, 7301 MHz
2026/04/28 20:20:14.758, 141.19 W, 89, 1530 MHz, 7301 MHz
2026/04/28 20:20:15.759, 140.67 W, 87, 1635 MHz, 7301 MHz
2026/04/28 20:20:16.759, 143.24 W, 87, 1575 MHz, 7301 MHz
2026/04/28 20:20:17.759, 144.42 W, 86, 1657 MHz, 7301 MHz
2026/04/28 20:20:18.759, 139.85 W, 88, 1462 MHz, 7301 MHz
2026/04/28 20:20:19.759, 140.07 W, 88, 1627 MHz, 7301 MHz
2026/04/28 20:20:20.759, 139.05 W, 88, 1672 MHz, 7301 MHz
2026/04/28 20:20:21.759, 140.17 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:20:22.760, 144.36 W, 87, 1657 MHz, 7301 MHz
2026/04/28 20:20:23.760, 143.63 W, 88, 1777 MHz, 7301 MHz
2026/04/28 20:20:24.760, 139.03 W, 84, 1507 MHz, 7301 MHz
2026/04/28 20:20:25.760, 140.19 W, 87, 1627 MHz, 7301 MHz
2026/04/28 20:20:26.760, 139.56 W, 88, 1687 MHz, 7301 MHz
2026/04/28 20:20:27.760, 142.83 W, 88, 1762 MHz, 7301 MHz
2026/04/28 20:20:28.760, 143.74 W, 87, 1762 MHz, 7301 MHz
2026/04/28 20:20:29.761, 144.62 W, 87, 1725 MHz, 7301 MHz
2026/04/28 20:20:30.761, 145.70 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:20:31.761, 140.45 W, 88, 1492 MHz, 7301 MHz
2026/04/28 20:20:32.761, 138.68 W, 90, 1545 MHz, 7301 MHz
2026/04/28 20:20:33.761, 133.53 W, 86, 1747 MHz, 7301 MHz
2026/04/28 20:20:34.761, 140.87 W, 86, 1545 MHz, 7301 MHz
2026/04/28 20:20:35.761, 135.47 W, 86, 1665 MHz, 7301 MHz
2026/04/28 20:20:36.762, 145.05 W, 89, 1635 MHz, 7301 MHz
2026/04/28 20:20:37.763, 143.95 W, 90, 1612 MHz, 7301 MHz
2026/04/28 20:20:38.763, 138.51 W, 86, 1725 MHz, 7301 MHz
2026/04/28 20:20:39.763, 136.99 W, 86, 1777 MHz, 7301 MHz
2026/04/28 20:20:40.763, 143.03 W, 86, 1687 MHz, 7301 MHz
2026/04/28 20:20:41.763, 144.51 W, 89, 1777 MHz, 7301 MHz
2026/04/28 20:20:42.763, 142.63 W, 90, 1612 MHz, 7301 MHz
2026/04/28 20:20:43.763, 136.93 W, 87, 1725 MHz, 7301 MHz
2026/04/28 20:20:44.763, 142.40 W, 86, 1770 MHz, 7301 MHz
2026/04/28 20:20:45.764, 145.15 W, 87, 1777 MHz, 7301 MHz
2026/04/28 20:20:46.764, 139.53 W, 86, 1612 MHz, 7301 MHz
2026/04/28 20:20:47.764, 143.77 W, 89, 1590 MHz, 7301 MHz
2026/04/28 20:20:48.764, 141.33 W, 89, 1770 MHz, 7301 MHz
2026/04/28 20:20:49.764, 143.08 W, 89, 1657 MHz, 7301 MHz
2026/04/28 20:20:50.764, 142.60 W, 88, 1740 MHz, 7301 MHz
2026/04/28 20:20:51.764, 139.16 W, 85, 1777 MHz, 7301 MHz
2026/04/28 20:20:52.764, 143.31 W, 90, 1725 MHz, 7301 MHz
2026/04/28 20:20:53.765, 142.36 W, 88, 1657 MHz, 7301 MHz
2026/04/28 20:20:54.765, 143.30 W, 87, 1597 MHz, 7301 MHz
2026/04/28 20:20:55.766, 134.36 W, 85, 1762 MHz, 7301 MHz
2026/04/28 20:20:56.766, 141.28 W, 89, 1785 MHz, 7301 MHz
2026/04/28 20:20:57.766, 121.97 W, 84, 1777 MHz, 7301 MHz
2026/04/28 20:20:58.766, 127.15 W, 84, 1777 MHz, 7301 MHz
2026/04/28 20:20:59.766, 127.25 W, 83, 1777 MHz, 7301 MHz
2026/04/28 20:21:00.767, 127.06 W, 83, 1777 MHz, 7301 MHz
2026/04/28 20:21:01.767, 126.62 W, 82, 1777 MHz, 7301 MHz
2026/04/28 20:21:02.767, 126.65 W, 82, 1777 MHz, 7301 MHz
2026/04/28 20:21:03.767, 126.08 W, 81, 1777 MHz, 7301 MHz
2026/04/28 20:21:04.767, 126.23 W, 81, 1777 MHz, 7301 MHz
2026/04/28 20:21:05.767, 125.56 W, 81, 1777 MHz, 7301 MHz
2026/04/28 20:21:06.767, 125.42 W, 81, 1777 MHz, 7301 MHz
