timestamp, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/04/28 20:46:21.909, 96.37 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:46:22.909, 96.12 W, 71, 1515 MHz, 7301 MHz
2026/04/28 20:46:23.910, 95.79 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:46:24.910, 95.51 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:46:25.910, 97.63 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:46:26.910, 96.96 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:46:27.910, 96.97 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:46:28.910, 97.17 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:46:29.910, 97.07 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:46:30.910, 97.47 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:46:31.911, 96.90 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:46:32.911, 97.79 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:46:33.911, 97.15 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:46:34.911, 97.47 W, 71, 1380 MHz, 7301 MHz
2026/04/28 20:46:35.911, 97.33 W, 71, 1545 MHz, 7301 MHz
2026/04/28 20:46:36.911, 96.37 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:46:37.911, 97.57 W, 71, 1395 MHz, 7301 MHz
2026/04/28 20:46:38.911, 97.80 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:46:39.911, 97.33 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:46:40.912, 98.05 W, 74, 1552 MHz, 7301 MHz
2026/04/28 20:46:41.912, 97.36 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:46:42.912, 97.23 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:46:43.912, 97.70 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:46:44.912, 96.65 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:46:45.912, 95.44 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:46:46.912, 94.67 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:46:47.912, 94.48 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:46:48.913, 95.67 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:46:49.913, 96.79 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:46:50.913, 97.39 W, 72, 1537 MHz, 7301 MHz
2026/04/28 20:46:51.913, 97.91 W, 71, 1380 MHz, 7301 MHz
2026/04/28 20:46:52.913, 98.44 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:46:53.913, 98.23 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:46:54.913, 97.86 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:46:55.913, 98.68 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:46:56.913, 97.22 W, 74, 1552 MHz, 7301 MHz
2026/04/28 20:46:57.914, 97.47 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:46:58.914, 97.44 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:46:59.914, 98.19 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:47:00.914, 98.37 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:47:01.914, 98.72 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:47:02.914, 98.10 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:47:03.914, 96.58 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:47:04.914, 97.35 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:47:05.915, 96.63 W, 73, 1380 MHz, 7301 MHz
2026/04/28 20:47:06.915, 98.52 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:47:07.915, 97.79 W, 71, 1500 MHz, 7301 MHz
2026/04/28 20:47:08.915, 98.79 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:47:09.915, 99.03 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:47:10.915, 98.97 W, 74, 1552 MHz, 7301 MHz
2026/04/28 20:47:11.915, 97.46 W, 74, 1342 MHz, 7301 MHz
2026/04/28 20:47:12.915, 96.81 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:47:13.916, 98.60 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:47:14.916, 98.00 W, 71, 1470 MHz, 7301 MHz
2026/04/28 20:47:15.916, 97.64 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:47:16.916, 97.70 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:47:17.916, 94.25 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:47:18.916, 96.49 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:47:19.916, 96.96 W, 71, 1537 MHz, 7301 MHz
2026/04/28 20:47:20.916, 99.82 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:47:21.916, 98.56 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:47:22.917, 98.78 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:47:23.917, 96.88 W, 73, 1500 MHz, 7301 MHz
2026/04/28 20:47:24.917, 97.01 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:47:25.917, 97.21 W, 71, 1530 MHz, 7301 MHz
2026/04/28 20:47:26.917, 98.51 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:47:27.917, 99.39 W, 72, 1485 MHz, 7301 MHz
2026/04/28 20:47:28.917, 95.24 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:47:29.917, 93.61 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:47:30.918, 96.32 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:47:31.918, 98.10 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:47:32.918, 97.91 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:47:33.918, 97.82 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:47:34.918, 97.89 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:47:35.918, 97.66 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:47:36.918, 98.42 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:47:37.918, 98.15 W, 74, 1552 MHz, 7301 MHz
2026/04/28 20:47:38.919, 93.91 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:47:39.919, 95.51 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:47:40.919, 99.10 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:47:41.919, 100.18 W, 71, 1507 MHz, 7301 MHz
2026/04/28 20:47:42.919, 98.51 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:47:43.919, 97.46 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:47:44.919, 98.22 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:47:45.919, 99.27 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:47:46.920, 98.67 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:47:47.920, 99.37 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:47:48.920, 98.72 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:47:49.920, 98.73 W, 73, 1455 MHz, 7301 MHz
2026/04/28 20:47:50.920, 98.95 W, 72, 1455 MHz, 7301 MHz
2026/04/28 20:47:51.920, 99.71 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:47:52.920, 98.98 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:47:53.921, 99.80 W, 74, 1552 MHz, 7301 MHz
2026/04/28 20:47:54.921, 98.08 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:47:55.922, 98.29 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:47:56.922, 100.15 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:47:57.922, 99.55 W, 74, 1552 MHz, 7301 MHz
2026/04/28 20:47:58.922, 101.92 W, 74, 1380 MHz, 7301 MHz
2026/04/28 20:47:59.922, 96.77 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:48:00.922, 96.48 W, 72, 1357 MHz, 7301 MHz
2026/04/28 20:48:01.923, 99.20 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:48:02.923, 99.60 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:48:03.923, 100.05 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:48:04.923, 98.11 W, 74, 1357 MHz, 7301 MHz
2026/04/28 20:48:05.923, 97.07 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:48:06.923, 100.19 W, 72, 1365 MHz, 7301 MHz
2026/04/28 20:48:07.923, 100.09 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:48:08.923, 99.38 W, 74, 1402 MHz, 7301 MHz
2026/04/28 20:48:09.923, 97.65 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:48:10.924, 99.60 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:48:11.924, 100.56 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:48:12.924, 100.99 W, 75, 1552 MHz, 7301 MHz
2026/04/28 20:48:13.924, 97.89 W, 74, 1552 MHz, 7301 MHz
2026/04/28 20:48:14.924, 97.62 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:48:15.924, 100.04 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:48:16.924, 99.99 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:48:17.924, 100.31 W, 74, 1552 MHz, 7301 MHz
2026/04/28 20:48:18.925, 97.52 W, 74, 1552 MHz, 7301 MHz
2026/04/28 20:48:19.925, 98.26 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:48:20.925, 100.48 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:48:21.925, 100.36 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:48:22.925, 97.22 W, 74, 1507 MHz, 7301 MHz
2026/04/28 20:48:23.925, 97.72 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:48:24.925, 100.67 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:48:25.925, 100.35 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:48:26.926, 99.87 W, 74, 1552 MHz, 7301 MHz
2026/04/28 20:48:27.926, 97.64 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:48:28.926, 99.79 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:48:29.926, 100.76 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:48:30.926, 101.14 W, 74, 1552 MHz, 7301 MHz
2026/04/28 20:48:31.926, 98.57 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:48:32.926, 98.10 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:48:33.926, 100.44 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:48:34.927, 101.52 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:48:35.927, 98.37 W, 74, 1552 MHz, 7301 MHz
2026/04/28 20:48:36.927, 99.50 W, 73, 1417 MHz, 7301 MHz
2026/04/28 20:48:37.927, 99.66 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:48:38.927, 99.71 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:48:39.927, 97.98 W, 74, 1327 MHz, 7301 MHz
2026/04/28 20:48:40.927, 95.80 W, 71, 1515 MHz, 7301 MHz
2026/04/28 20:48:41.927, 99.93 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:48:42.927, 100.44 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:48:43.928, 98.22 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:48:44.928, 97.66 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:48:45.928, 99.31 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:48:46.928, 100.85 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:48:47.928, 94.14 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:48:48.928, 97.84 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:48:49.928, 100.23 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:48:50.928, 99.36 W, 74, 1500 MHz, 7301 MHz
2026/04/28 20:48:51.928, 97.57 W, 74, 1402 MHz, 7301 MHz
2026/04/28 20:48:52.928, 100.49 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:48:53.929, 101.90 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:48:54.929, 99.46 W, 74, 1552 MHz, 7301 MHz
2026/04/28 20:48:55.929, 97.20 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:48:56.929, 101.25 W, 74, 1380 MHz, 7301 MHz
2026/04/28 20:48:57.948, 99.61 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:48:58.949, 93.89 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:48:59.949, 98.90 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:49:00.949, 101.66 W, 74, 1447 MHz, 7301 MHz
2026/04/28 20:49:01.949, 98.79 W, 74, 1552 MHz, 7301 MHz
2026/04/28 20:49:02.949, 97.74 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:49:03.949, 97.65 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:49:04.949, 91.11 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:49:05.949, 93.79 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:49:06.949, 87.36 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:49:07.950, 88.90 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:49:08.950, 90.69 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:49:09.950, 92.65 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:49:10.950, 91.30 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:49:11.950, 89.01 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:49:12.950, 89.85 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:49:13.950, 92.48 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:49:14.950, 91.85 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:49:15.951, 89.30 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:49:16.952, 89.38 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:49:17.952, 89.52 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:49:18.952, 92.82 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:49:19.952, 92.66 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:49:20.952, 89.47 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:49:21.952, 89.73 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:49:22.952, 89.73 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:49:23.952, 91.85 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:49:24.953, 92.67 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:49:25.953, 90.55 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:49:26.953, 90.65 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:49:27.953, 90.33 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:49:28.953, 90.69 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:49:29.953, 93.49 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:49:30.953, 93.99 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:49:31.953, 92.97 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:49:32.954, 90.38 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:49:33.954, 90.98 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:49:34.954, 91.11 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:49:35.954, 93.23 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:49:36.954, 95.63 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:49:37.954, 94.69 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:49:38.954, 92.26 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:49:39.954, 91.74 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:49:40.954, 91.55 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:49:41.954, 92.39 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:49:42.955, 94.84 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:49:43.955, 96.25 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:49:44.955, 95.14 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:49:45.955, 93.03 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:49:46.955, 93.03 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:49:47.955, 92.30 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:49:48.955, 92.34 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:49:49.955, 93.43 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:49:50.956, 95.12 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:49:51.956, 96.44 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:49:52.956, 96.47 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:49:53.956, 94.87 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:49:54.956, 92.92 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:49:55.956, 92.88 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:49:56.956, 93.22 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:49:57.956, 93.21 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:49:58.957, 93.64 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:49:59.958, 93.94 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:50:00.958, 95.65 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:50:01.958, 96.41 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:50:02.958, 96.65 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:50:03.958, 95.76 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:50:04.958, 95.49 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:50:05.958, 94.19 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:50:06.959, 93.65 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:50:07.959, 93.98 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:50:08.959, 93.89 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:50:09.959, 94.32 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:50:10.959, 93.90 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:50:11.959, 94.59 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:50:12.959, 94.44 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:50:13.959, 94.49 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:50:14.959, 94.94 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:50:15.960, 95.39 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:50:16.960, 96.46 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:50:17.960, 96.81 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:50:18.960, 97.25 W, 71, 1545 MHz, 7301 MHz
2026/04/28 20:50:19.960, 97.35 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:50:20.960, 97.69 W, 71, 1537 MHz, 7301 MHz
2026/04/28 20:50:21.960, 97.80 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:50:22.960, 97.34 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:50:23.961, 97.76 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:50:24.962, 96.99 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:50:25.962, 97.75 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:50:26.962, 97.01 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:50:27.962, 96.42 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:50:28.962, 96.41 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:50:29.962, 96.25 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:50:30.962, 95.98 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:50:31.963, 95.43 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:50:32.963, 95.25 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:50:33.963, 94.87 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:50:34.963, 95.54 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:50:35.963, 95.12 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:50:36.963, 95.04 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:50:37.963, 95.89 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:50:38.964, 96.00 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:50:39.964, 96.03 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:50:40.964, 96.80 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:50:41.964, 97.07 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:50:42.964, 97.68 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:50:43.964, 97.90 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:50:44.964, 97.31 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:50:45.964, 97.11 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:50:46.965, 97.32 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:50:47.965, 97.57 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:50:48.965, 97.57 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:50:49.965, 95.66 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:50:50.965, 97.55 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:50:51.965, 97.74 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:50:52.965, 97.34 W, 71, 1500 MHz, 7301 MHz
2026/04/28 20:50:53.966, 97.51 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:50:54.966, 97.98 W, 70, 1545 MHz, 7301 MHz
2026/04/28 20:50:55.966, 96.95 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:50:56.966, 96.18 W, 69, 1492 MHz, 7301 MHz
2026/04/28 20:50:57.978, 97.71 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:50:58.978, 96.89 W, 69, 1552 MHz, 7301 MHz
2026/04/28 20:50:59.979, 98.05 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:51:00.979, 96.84 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:51:01.979, 96.42 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:51:02.979, 96.84 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:51:03.979, 96.93 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:51:04.979, 96.72 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:51:05.979, 97.00 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:51:06.979, 97.31 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:51:07.980, 97.54 W, 71, 1545 MHz, 7301 MHz
2026/04/28 20:51:08.980, 97.10 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:51:09.980, 98.00 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:51:10.980, 98.16 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:51:11.980, 97.66 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:51:12.980, 97.69 W, 70, 1492 MHz, 7301 MHz
2026/04/28 20:51:13.980, 97.53 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:51:14.980, 97.42 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:51:15.980, 97.67 W, 70, 1372 MHz, 7301 MHz
2026/04/28 20:51:16.981, 97.61 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:51:17.981, 97.34 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:51:18.981, 97.86 W, 71, 1357 MHz, 7301 MHz
2026/04/28 20:51:19.981, 97.58 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:51:20.981, 97.93 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:51:21.981, 97.79 W, 71, 1530 MHz, 7301 MHz
2026/04/28 20:51:22.981, 97.98 W, 71, 1485 MHz, 7301 MHz
2026/04/28 20:51:23.983, 98.17 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:51:24.983, 97.96 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:51:25.983, 98.17 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:51:26.983, 98.15 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:51:27.983, 97.73 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:51:28.983, 97.91 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:51:29.983, 98.03 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:51:30.984, 97.89 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:51:31.984, 97.82 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:51:32.984, 97.70 W, 71, 1515 MHz, 7301 MHz
2026/04/28 20:51:33.984, 98.59 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:51:34.984, 98.47 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:51:35.984, 98.38 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:51:36.984, 98.45 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:51:37.984, 98.59 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:51:38.985, 98.28 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:51:39.985, 97.17 W, 72, 1552 MHz, 7301 MHz
2026/04/28 20:51:40.986, 98.01 W, 72, 1342 MHz, 7301 MHz
2026/04/28 20:51:41.986, 97.35 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:51:42.986, 98.18 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:51:43.986, 99.15 W, 70, 1357 MHz, 7301 MHz
2026/04/28 20:51:44.986, 98.35 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:51:45.986, 98.87 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:51:46.988, 98.93 W, 73, 1552 MHz, 7301 MHz
2026/04/28 20:51:47.988, 97.92 W, 72, 1545 MHz, 7301 MHz
2026/04/28 20:51:48.988, 97.17 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:51:49.988, 97.79 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:51:50.988, 98.41 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:51:51.988, 97.82 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:51:52.988, 98.34 W, 70, 1342 MHz, 7301 MHz
2026/04/28 20:51:53.989, 99.20 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:51:54.989, 97.63 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:51:55.989, 97.61 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:51:56.989, 97.24 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:51:57.989, 97.64 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:51:58.989, 99.91 W, 70, 1552 MHz, 7301 MHz
2026/04/28 20:51:59.989, 98.85 W, 71, 1552 MHz, 7301 MHz
2026/04/28 20:52:00.989, 98.69 W, 72, 1552 MHz, 7301 MHz
